dataset,config,epsilon,split,target,fingerprint,binning,n_bins,structure,cliques,edges,access,arm,auc,tpr_at_fpr_0.01,n_tree,edge_mae_vs_target,tree_recall
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,aux,recovered,black-box,gl,0.559244375946536,0.0133024869866975,0,0.0034982751735654,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,aux,recovered,black-box,all_cc,0.6201282441318949,0.0164835164835164,0,0.0034982751735654,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,aux,recovered,black-box,star_cc,0.6201282441318949,0.0164835164835164,0,0.0034982751735654,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,aux,recovered,black-box,1way_cc,0.6121862013860797,0.015615962984384,0,0.0034982751735654,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,aux,recovered,black-box,gl_cc,0.6041334996004908,0.0182186234817813,0,0.0034982751735654,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,public,known,white-box,all,0.5713690629419257,0.0135916714864083,0,0.0,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,public,known,white-box,star,0.5713690629419257,0.0135916714864083,0,0.0,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,public,known,white-box,1way,0.6049749763470481,0.0176402544823597,0,0.0,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,public,known,white-box,gl,0.5608477619125627,0.0135916714864083,0,0.0,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,public,known,white-box,all_cc,0.6234199326684876,0.0161943319838056,0,0.0,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,public,known,white-box,star_cc,0.6234199326684876,0.0161943319838056,0,0.0,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,public,known,white-box,1way_cc,0.6162615297692876,0.015615962984384,0,0.0,
COMBINED,dp_uniform16/star,1000,1,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16",0efb2627bf071bea,dp_uniform,16,hierarchical,public,known,white-box,gl_cc,0.6068555113885202,0.018796992481203,0,0.0,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,aux,black-box,all,0.5773764112370745,0.0130133024869866,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,aux,black-box,star,0.5773764112370745,0.0130133024869866,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,aux,black-box,1way,0.6106202589622122,0.0245806824754193,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,aux,black-box,gl,0.5695801308518071,0.0133024869866975,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,aux,black-box,all_cc,0.5811187595489391,0.015615962984384,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,aux,black-box,star_cc,0.5811187595489391,0.015615962984384,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,aux,black-box,1way_cc,0.6292484211863585,0.0161943319838056,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,aux,black-box,gl_cc,0.5713941367424787,0.0147484094852515,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,recovered,black-box,all,0.5777441603118512,0.0133024869866975,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,recovered,black-box,star,0.5777441603118512,0.0133024869866975,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,recovered,black-box,1way,0.6021630331943687,0.0286292654713707,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,recovered,black-box,gl,0.5701096895194857,0.0135916714864083,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,recovered,black-box,all_cc,0.5811204311356426,0.0147484094852515,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,recovered,black-box,star_cc,0.5811204311356426,0.0147484094852515,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,recovered,black-box,1way_cc,0.6206471046446708,0.0225563909774436,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,public,recovered,black-box,gl_cc,0.5717083950427424,0.0153267784846732,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,aux,black-box,all,0.5773764112370745,0.0130133024869866,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,aux,black-box,star,0.5773764112370745,0.0130133024869866,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,aux,black-box,1way,0.6106202589622122,0.0245806824754193,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,aux,black-box,gl,0.5695801308518071,0.0133024869866975,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,aux,black-box,all_cc,0.5811187595489391,0.015615962984384,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,aux,black-box,star_cc,0.5811187595489391,0.015615962984384,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,aux,black-box,1way_cc,0.6292484211863585,0.0161943319838056,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,aux,black-box,gl_cc,0.5713941367424787,0.0147484094852515,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,recovered,black-box,all,0.5777441603118512,0.0133024869866975,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,recovered,black-box,star,0.5777441603118512,0.0133024869866975,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,recovered,black-box,1way,0.6021630331943687,0.0286292654713707,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,recovered,black-box,gl,0.5701096895194857,0.0135916714864083,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,recovered,black-box,all_cc,0.5811204311356426,0.0147484094852515,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,recovered,black-box,star_cc,0.5811204311356426,0.0147484094852515,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,recovered,black-box,1way_cc,0.6206471046446708,0.0225563909774436,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,recovered,recovered,black-box,gl_cc,0.5717083950427424,0.0153267784846732,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,aux,black-box,all,0.5773764112370745,0.0130133024869866,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,aux,black-box,star,0.5773764112370745,0.0130133024869866,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,aux,black-box,1way,0.6106202589622122,0.0245806824754193,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,aux,black-box,gl,0.5695801308518071,0.0133024869866975,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,aux,black-box,all_cc,0.5811187595489391,0.015615962984384,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,aux,black-box,star_cc,0.5811187595489391,0.015615962984384,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,aux,black-box,1way_cc,0.6292484211863585,0.0161943319838056,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,aux,black-box,gl_cc,0.5713941367424787,0.0147484094852515,0,0.0215648591961372,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,recovered,black-box,all,0.5777441603118512,0.0133024869866975,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,recovered,black-box,star,0.5777441603118512,0.0133024869866975,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,recovered,black-box,1way,0.6021630331943687,0.0286292654713707,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,recovered,black-box,gl,0.5701096895194857,0.0135916714864083,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,recovered,black-box,all_cc,0.5811204311356426,0.0147484094852515,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,recovered,black-box,star_cc,0.5811204311356426,0.0147484094852515,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,recovered,black-box,1way_cc,0.6206471046446708,0.0225563909774436,0,0.0204351524731585,
COMBINED,dp_quantile8/star,1000,1,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8",f5a35dc9367726e9,dp_quantile,8,hierarchical,aux,recovered,black-box,gl_cc,0.5717083950427424,0.0153267784846732,0,0.0204351524731585,
